"restaurant name",city,cuisines,"aggregate rating",cost
"Angels in my Kitchen","New Delhi","Bakery, Desserts, Fast Food",3.5,4.550
"Aapki Rasoi","New Delhi","North Indian",3.1,3.900
"Bats On Delivery","New Delhi","North Indian, Fast Food",3.1,9.100
"Bimbo Cakes","New Delhi",Bakery,3.2,5.200
"Burger Bros","New Delhi","Fast Food, Burger",3.1,3.900
"Chinese Food Corner","New Delhi","Chinese, North Indian",2.5,6.500
"CL Snacks","New Delhi","Street Food",3.1,1.950
"Kapoor's Sanjha Chulha","New Delhi","North Indian, Mughlai",3,6.500
King's,"New Delhi","Ice Cream",3.2,1.950
"Kumar Hotel","New Delhi","North Indian, Mughlai",3.4,9.100
"Kumar Pastry Shop","New Delhi","Bakery, Fast Food",3.2,3.900
"Midnight Adda","New Delhi","North Indian",3,7.800
"Mughlaai Daawat","New Delhi","North Indian, Mughlai, Fast Food",2.9,7.150
Pindiwala,"New Delhi",Mughlai,3,6.500
"Pipes & Hipes","New Delhi","North Indian, Chinese, Fast Food",3,11.700
"Sai Rasoi","New Delhi","Chinese, North Indian",3.1,6.500
"Snaxpress Tastes & Cakes","New Delhi","Bakery, Desserts",2.9,2.600
"Veggie Adda","New Delhi","North Indian, Fast Food",3.4,5.200
"C L Corner","New Delhi","Street Food",3.8,1.300
"Chin 10","New Delhi","North Indian, Chinese",3.5,6.500
"Kati Roll Cottage","New Delhi","Fast Food",3.7,2.600
"Kings Kulfi","New Delhi","Ice Cream",3.7,1.950
"Paramjeet Machi Wala","New Delhi","Seafood, North Indian",3.6,9.100
"Rajan Corner","New Delhi","South Indian",3.6,5.200
"Amit Dhaba","New Delhi","Fast Food",0,2.600
"Apni Rasoi","New Delhi","North Indian",0,6.500
"Chap Corner","New Delhi","Street Food",0,3.250
"Chinese Corner","New Delhi","Fast Food, Chinese",0,4.550
"Evergreen Punjabi Swad","New Delhi","North Indian",0,2.600
Giani,"New Delhi","Ice Cream, Desserts",0,5.200
"Hot & Hot Shudhir Chinese Point","New Delhi","Chinese, Fast Food",0,3.900
"Hungerz Hub","New Delhi","Burger, Pizza, Fast Food",0,3.250
"Magic Mo:Mo Corner","New Delhi","Chinese, Fast Food",0,3.250
"Malhotra's Zayeeka","New Delhi","North Indian, Chinese",0,6.500
"Moji Dhaba","New Delhi","North Indian",0,5.200
"Naughty 9 Kitchen & Bar","New Delhi","North Indian, Chinese",0,7.800
"Street Chaat Chatoron Ka Adda","New Delhi","Street Food",0,1.300
"Syall Kotian Da Dhaba","New Delhi","North Indian",0,6.500
"Taaj Kitchen","New Delhi","Asian, North Indian, Mughlai",0,9.100
"Tirath Sweets","New Delhi",Mithai,0,1.300
"Tummyy Tull","New Delhi","Fast Food",0,2.600
"34 Parkstreet Lane","New Delhi","Fast Food",2.9,2.600
"Bhikaram Bhujawala","New Delhi",Mithai,3,1.300
"Chawla The Pastry Palace","New Delhi",Bakery,2.9,2.600
"Food Box","New Delhi","Fast Food",3,3.900
"Foody Box","New Delhi","North Indian, Chinese",3.1,3.900
Giani,"New Delhi","Ice Cream, Desserts",3.1,3.900
"Green Chick Chop","New Delhi","Raw Meats, North Indian, Fast Food",3.1,4.550
"Heaven's Shawarma","New Delhi",Lebanese,3,2.600
"Hyderabad Spl. Chicken Biryani Point","New Delhi",Mughlai,3,4.550
Keshar,"New Delhi","North Indian, South Indian, Chinese",3,5.200
"Madras Cafe","New Delhi","South Indian, Chinese",2.7,5.850
"Milan Chole Bhature","New Delhi","Street Food",3.1,1.300
"New Laxmi Sweets","New Delhi","South Indian, Chinese, Fast Food, Mithai",2.8,2.600
"Pasta Hub","New Delhi","Fast Food",3.1,3.250
"Patna Roll Center","New Delhi","Fast Food",3.1,2.600
Refuel,"New Delhi",Beverages,3.1,1.950
"Saara Veg","New Delhi","North Indian, Chinese",3,5.200
"SGF - Spice Grill Flame","New Delhi","North Indian, Chinese",3.1,6.500
"Shivam Corner","New Delhi","North Indian",3,1.300
"Swad Mubarak","New Delhi","North Indian",3,2.600
"The Little Fork","New Delhi","Chinese, North Indian",3.1,9.100
"The Metro Fast Food","New Delhi",Chinese,2.6,3.250
"Tibet Kujing","New Delhi","Chinese, Tibetan",2.9,5.200
"Yummy Adda","New Delhi","North Indian, Mughlai",3.5,5.200
"Bawarchi's Canteen","New Delhi","North Indian",0,1.300
"Bikaner Restaurant","New Delhi","North Indian",0,1.300
"Bikaner Sweets Chaat cafe","New Delhi","Mithai, Street Food",0,1.300
Brijwasi,"New Delhi","North Indian, Chinese, South Indian",0,3.900
"Chaap Chaska","New Delhi","North Indian, Mughlai",0,5.200
"Delhi Chaap Express","New Delhi","North Indian",0,2.600
"Delhi Chaat Bhandar","New Delhi","Street Food",0,0.650
"Delhite P笠tisserie","New Delhi",Bakery,0,3.900
"Desi Dhaba","New Delhi","North Indian",0,5.200
"Desi Thaat Amritsari Naan","New Delhi","North Indian",0,3.900
"Dhaba Express","New Delhi","North Indian",0,2.600
"Flavours Kitchen","New Delhi","North Indian, Mughlai, Chinese",0,9.100
"Food Campus","New Delhi","North Indian",0,1.300
"Fresh Fast Food","New Delhi","North Indian",0,1.300
"Gungun Tiffin Services","New Delhi","North Indian",0,2.600
"Happy Italiano","New Delhi","Fast Food",0,3.900
"Haryana Bhojnalaya","New Delhi","North Indian",0,1.300
"Hasty Tasty","New Delhi",Chinese,0,2.600
"Inam Muradabadi","New Delhi",Mughlai,0,3.250
"Just In","New Delhi","North Indian",0,2.600
"Jyoti Dhaba","New Delhi","North Indian",0,1.950
"Lasha Chinese Food","New Delhi",Chinese,0,3.900
"Lasha Chinese Food","New Delhi",Chinese,0,3.250
"Lily Tasty Fast Food","New Delhi","North Eastern, North Indian, Chinese",0,1.950
"Maa Vaishno Dinesh Dhaba","New Delhi","North Indian",0,1.300
"Madras Cafe","New Delhi","South Indian, Chinese",0,2.600
"NIK's Chicken Corner","New Delhi","North Indian",0,3.900
"Om Shanti Foods","New Delhi","North Indian",0,1.300
"Panj Tara","New Delhi","North Indian",0,6.500
"Pasta Pizza & Roll Hut","New Delhi","Italian, Fast Food",0,4.550
"Pheva Tandooris","New Delhi","North Indian, Chinese",0,3.900
"Punjabi Delight","New Delhi","North Indian",0,3.900
"Punjabi Parantha Station and Punjabi Thali","New Delhi","North Indian",0,1.950
"Punjabi Paratha Station","New Delhi","North Indian",0,1.300
"Raja Rasoi","New Delhi","North Indian",0,2.600
Rollacious,"New Delhi","Fast Food",0,1.300
"Singh Chicken","New Delhi","North Indian",0,6.500
"Special Tea Point","New Delhi","Street Food, North Indian",0,0.650
"Spl. Flavour Sodas & Fruit shakes","New Delhi",Juices,0,1.300
"Student Corner","New Delhi","Fast Food",0,0.650
"Taneja Corner","New Delhi","North Indian",0,2.600
"Taste Zone","New Delhi","North Indian",0,1.300
"Tea Point","New Delhi","Beverages, Fast Food",0,1.950
"West Bangal Kolkata Hot Kathi Rolls","New Delhi","Fast Food",0,2.600
"Asli Alam Muradabadi Biryani Centre","New Delhi",Biryani,2.8,3.250
"Cafe Rasoi","New Delhi","North Indian",3.2,4.550
"Chinese Food","New Delhi","Fast Food, Street Food, Chinese",2.9,3.250
"Green Chick Chop","New Delhi","Raw Meats, North Indian, Fast Food",2.9,4.550
"Hasty Tasty","New Delhi","Chinese, Fast Food",3.3,5.200
"Hunter's Kitchen","New Delhi","North Eastern, North Indian",3,13.000
"Manahang Restaurant","New Delhi","Chinese, North Indian",3.2,6.500
"Mezbaan Restaurant","New Delhi","North Indian, Mughlai, Chinese",3.4,7.800
"Moon Light Sweets","New Delhi","Mithai, Street Food",3.3,2.600
"North East Castle","New Delhi",Cafe,2.9,6.500
"Pizza Point","New Delhi","Fast Food, Pizza",2.9,4.550
"Roll Point","New Delhi","Fast Food",2.8,2.600
"Sanjha Tandoor","New Delhi","North Indian, Mughlai",2.8,9.100
Sayyam,"New Delhi",Chinese,2.7,3.250
"Shiv Bhojnalaya","New Delhi","South Indian, North Indian, Fast Food",2.8,3.250
Subway,"New Delhi","American, Fast Food, Salad, Healthy Food",3.4,6.500
"Take Away","New Delhi",Chinese,2.9,5.200
Vedanta's,"New Delhi","North Indian, Chinese",2.7,8.450
"Asian Chopstick","New Delhi","Chinese, Thai",3.5,5.200
"Chinese Delights","New Delhi","Chinese, North Indian",3.5,5.200
Dezertfox,"New Delhi","Bakery, Desserts",3.7,7.150
"Aggarwal Sweets","New Delhi","Mithai, Street Food",0,1.300
"Aggarwal Sweets","New Delhi","Mithai, Street Food",0,1.950
"Al Meraj Chicken Shop","New Delhi","Awadhi, Mughlai",0,1.300
"Chinese Food Corner","New Delhi","Chinese, North Indian",0,5.200
"Creative Food House","New Delhi","Continental, Chinese, North Indian",0,5.200
D.A.A.,"New Delhi",Chinese,0,3.900
"Dee Cake Shop","New Delhi",Bakery,0,3.900
"Jaca Restaurant","New Delhi","North Indian, Chinese",0,3.900
"King Of Roll","New Delhi","Fast Food",0,1.300
"Kirti Food Plaza","New Delhi","North Indian",0,1.300
"KT's Shik-Shack","New Delhi","Street Food",0,2.600
"Namaste Restaurant","New Delhi",Chinese,0,3.900
"Nishaj Chicken Corner","New Delhi","North Indian",0,2.600
"Royal Bakery","New Delhi","Bakery, Desserts",0,2.600
"S.R. Bakers","New Delhi",Bakery,0,1.300
"Shahi Muradabadi","New Delhi",Mughlai,0,3.900
"Shree Vinayaga Restaurant","New Delhi","South Indian",0,5.200
"The Cake Basket","New Delhi",Bakery,0,1.300
"The Pure Kitchen","New Delhi","Chinese, Continental, North Indian",0,3.250
"The Yolmo Kitchen","New Delhi",Chinese,0,6.500
Zawlbuk,"New Delhi",Tibetan,0,3.900
"Anupam Restaurant","New Delhi","North Indian, Chinese",2.3,6.500
"Bobby Di Punjabi Rasoi","New Delhi","North Indian",2.9,1.950
"Aditya Da Vaishno Dhaba","New Delhi","North Indian",0,3.250
"Aggarwal Bikaner Sweets","New Delhi",Mithai,0,1.300
"Aggarwal Sweet Centre","New Delhi",Mithai,0,2.600
"Anjel China & Tibetian Food","New Delhi","Tibetan, Chinese",0,5.200
"Annpurna Rasoi","New Delhi","North Indian, Fast Food",0,2.600
"Apni Rasoi","New Delhi","Mughlai, North Indian",0,3.900
"Bajrang Misthan Bhawan","New Delhi",Mithai,0,1.300
"Bake Town","New Delhi","Bakery, Chinese",0,2.600
"Bikaner Sweets & Restaurant","New Delhi","Mithai, South Indian, Street Food",0,2.600
"Brown Town Bakers","New Delhi","Desserts, Fast Food",0,1.950
"Captain Food Factory","New Delhi",Chinese,0,6.500
"Cheffron Bakery","New Delhi",Bakery,0,3.250
"Chicken Darwar","New Delhi","Fast Food, Mughlai",0,4.550
"Chili's Treat","New Delhi","North Indian, Chinese",0,5.200
"Chilli Tadka","New Delhi","Chinese, Fast Food",0,3.250
"Chinese Food Point","New Delhi",Chinese,0,3.900
"Chinese Temptation","New Delhi","Chinese, Fast Food",0,3.900
"Dana Pani","New Delhi","North Indian",0,3.250
"Dev Sweets & Restaurant","New Delhi","North Indian, Chinese, South Indian",0,5.200
"Dilli Darbar Chicken Point","New Delhi",Mughlai,0,5.200
"Food Point and Sweets Corner","New Delhi","South Indian, Fast Food, North Indian, Chinese",0,3.250
"Green Chick Chop","New Delhi","Raw Meats, North Indian, Fast Food",0,4.550
"Grover Burfee & Cakes","New Delhi","Bakery, Chinese",0,3.250
"Hans's Planet-F","New Delhi","Chinese, Fast Food, North Indian",0,4.550
"Hotel Delhi 43","New Delhi","North Indian",0,9.100
"Kanhaiya Fast Food","New Delhi","Chinese, Fast Food",0,3.900
"Karol Bagh Ke Chhole Bhature","New Delhi","North Indian",0,1.950
"King's Food","New Delhi",Chinese,0,3.250
"Lamba Sweets Corner","New Delhi","Mithai, Street Food",0,1.300
"Laxmi Food Corner","New Delhi","Fast Food, North Indian",0,2.600
"Lounge Bakery","New Delhi",Bakery,0,5.200
"Mehtaab Sweet Corner & Restaurant","New Delhi","North Indian, Chinese, Street Food",0,2.600
"Melting Food Point","New Delhi",Chinese,0,3.900
"Mithla Dhabha","New Delhi","North Indian",0,2.600
"Mittal Caterer","New Delhi","Street Food, South Indian, Mithai",0,2.600
"Mittal Restaurant & Fast Food","New Delhi","Fast Food, South Indian, Mithai",0,5.200
"NBC Nirankari Bakers","New Delhi","Pizza, Fast Food, Bakery",0,2.600
"Pind Balluchi","New Delhi","North Indian, Mughlai",0,10.400
"Prem Chinese Fast Food","New Delhi",Chinese,0,1.950
"Punjabi Rasoi","New Delhi","Fast Food",0,2.600
"Punjabi Special","New Delhi","North Indian",0,3.250
"Radhe Shyam Dhaba","New Delhi","North Indian",0,3.250
"Raj Rasoi","New Delhi","North Indian",0,1.950
"Raju De Special Paneer Wale","New Delhi","North Indian",0,0.650
"Sangeeta Dhaba","New Delhi","North Indian",0,3.900
"Sat Narayan Fast Food","New Delhi","Mithai, Chinese",0,1.950
"Shahi Chicken Point","New Delhi",Mughlai,0,2.600
"Sharma Sweets","New Delhi","Mithai, Street Food",0,1.300
"Shere Hind Chicken Corner","New Delhi",Mughlai,0,3.900
"Shiv Shakti Dhaba","New Delhi","North Indian",0,1.300
"Shree Shyam Sweets","New Delhi","Street Food",0,1.950
"Shri Shyam Ji Shudh Shakahari Bhojnalaya","New Delhi","North Indian",0,1.950
"Sky Hawk","New Delhi","North Indian, Chinese, Continental",0,7.800
"Snack Shack","New Delhi","North Indian, Chinese",0,3.900
"Soya Bite's","New Delhi","North Indian",0,4.550
"Soya Bite's","New Delhi","North Indian",0,4.550
"Taj Mahal Dhaba","New Delhi","North Indian",0,5.200
"Yadav Sweets","New Delhi",Mithai,0,2.600
"Yummy Chinese Food","New Delhi",Chinese,0,1.950
"Aggarwal Sweets Corner","New Delhi",Mithai,0,1.300
"Anand Sweets","New Delhi","Mithai, Street Food",0,1.300
"Annapurna Sweets Palace","New Delhi","Mithai, Street Food",0,1.300
"Aujla's Punjabi Zaika","New Delhi","North Indian, Chinese, Mughlai",0,5.200
"Baba Ji","New Delhi","Fast Food",0,3.250
"Babu Soup Wala","New Delhi","North Indian",0,3.900
"Baketown By Gagan Bakers","New Delhi","Fast Food, Bakery",0,2.600
"Bala Ji Rasoi","New Delhi","North Indian",0,4.550
"Bansiwala Sweets & Caterers","New Delhi","Mithai, Street Food",0,1.300
"Best Chicken Corner","New Delhi","North Indian",0,8.450
"Bhardwaj Bakery","New Delhi","Bakery, Pizza",0,1.300
"Bikaner Sweets & Restaurant","New Delhi","Mithai, Street Food, North Indian",0,5.850
"Classic Chef Corner","New Delhi","Chinese, North Indian",0,5.200
"Dabas Ke Special Chole Bhature","New Delhi","Street Food",0,1.300
"Daily Belly","New Delhi","North Indian, South Indian, Chinese",0,4.550
"Deep Bakery And Cake","New Delhi","Bakery, Desserts",0,1.300
"Dhaba NH10","New Delhi","North Indian, Chinese",0,2.600
"Dilkhush Dhaba","New Delhi","North Indian",0,1.300
"Do Bhai Paneer Wale And Sweets","New Delhi",Bakery,0,1.300
"Dosa and Pizza Corner","New Delhi","South Indian, Pizza, Chinese",0,1.950
"Gulati Ki Rasoi","New Delhi","North Indian",0,2.600
"JMD Family Restaurant","New Delhi","North Indian, Chinese",0,5.200
"Jyoti Sweets","New Delhi",Mithai,0,1.300
"Khana Khazana","New Delhi","North Indian",0,2.600
"Krishna Panjabi Rasoi","New Delhi","North Indian",0,1.300
"Lazeez Zaika","New Delhi","North Indian, Chinese",0,3.250
"Mannat Chinese Fast Food","New Delhi","Chinese, Bakery",0,3.900
"Pizza Hot","New Delhi","Italian, Fast Food, South Indian",0,3.900
"Raju Fast Food","New Delhi","Street Food, Fast Food",0,3.250
"Ramesh Caterers & Dhaba","New Delhi","North Indian",0,1.950
"Sethi's Express","New Delhi","South Indian, North Indian, Chinese",0,4.550
"Shahi Chicken Biryani Corner","New Delhi",Biryani,0,3.250
"Spicy Curry","New Delhi","North Indian",0,4.550
"Super Star Restaurant","New Delhi","North Indian",0,1.950
"Swagi Food Corner","New Delhi","Chinese, Fast Food",0,3.250
"Taoji Ke Amratsari Naan","New Delhi","Fast Food, North Indian",0,2.600
"TCW Chaat Point","New Delhi","Street Food",0,1.300
"The Food Express","New Delhi","North Indian",0,2.600
"The Pizza Family","New Delhi",Pizza,0,4.550
"The Regal Chicken Corner","New Delhi","North Indian, Mughlai",0,5.200
"Welcome Rasoi","New Delhi","North Indian, Fast Food",0,3.900
"Agarwal Sweets","New Delhi",Mithai,3,1.950
"Aurangzeb Rd","New Delhi","North Indian, Mughlai",3.4,6.500
"Bengali Sweet Corner","New Delhi","South Indian, Street Food, Desserts",3,2.600
"Cafe Coffee Day","New Delhi",Cafe,2.6,5.850
"Chinese K. Food","New Delhi",Chinese,2.9,3.900
Chocowell,"New Delhi","Desserts, Bakery",3.2,1.950
Choice,"New Delhi","South Indian, North Indian",3,6.500
"Desi Street","New Delhi","North Indian, South Indian, Chinese",3.1,4.550
"Enigma Lounge","New Delhi","Chinese, North Indian",2.8,9.750
"Flavors Of London","New Delhi","Desserts, Ice Cream, Fast Food",3,2.600
Frontier,"New Delhi",Bakery,3,2.600
"Green Chick Chop","New Delhi","Raw Meats, North Indian, Fast Food",3.2,4.550
"Hot House Grill","New Delhi","Fast Food",3.2,3.900
"Kanshi Ram Chole Kulche Wala","New Delhi","Street Food",3.4,1.950
"Kents Fast Food","New Delhi","North Indian, Chinese, Fast Food",2.8,11.700
"Paharia Meat & Chicken Shop","New Delhi","North Indian",2.8,3.250
"Palji Corner","New Delhi","North Indian",3.3,1.950
"Paratha Hi Paratha","New Delhi","North Indian",3.1,1.300
"Picasso Roof Top","New Delhi","Continental, European, North Indian",3.1,14.300
"RK Dosa","New Delhi","South Indian",2.8,1.950
Sandoz,"New Delhi","Chinese, North Indian",2.6,7.800
"Sardar Ji","New Delhi","North Indian, Mughlai",3,1.560
"Satkar Fast Food","New Delhi","North Indian",2.8,2.600
"Sweetheart Cupcakes","New Delhi",Desserts,3.1,1.950
"The Earthen Grill","New Delhi","North Indian, Mughlai, Awadhi",3.2,4.550
"Twenty Four Seven","New Delhi","Fast Food, North Indian",2.8,3.900
"A Patisseries Gallery","New Delhi","Bakery, Desserts",0,2.600
"Aggarwal Bikaneri Sweets","New Delhi",Mithai,0,1.300
"Aggarwal Sweets & Bakers","New Delhi","Desserts, Street Food",0,2.600
"Avatar Da Dhaba","New Delhi","North Indian",0,2.600
"Bengali Restaurant","New Delhi","Bengali, Chinese",0,1.950
"Biryani Express","New Delhi",Biryani,0,2.600
"Brahm Point Fast Food","New Delhi","Fast Food, Chinese",0,1.950
"Chinese Hot","New Delhi",Chinese,0,3.900
"Curry Man","New Delhi","North Indian",0,2.600
"Diya Chinese Food","New Delhi",Chinese,0,3.900
Foodies,"New Delhi",Chinese,0,5.200
"Fresh Meat CO","New Delhi","Raw Meats, Fast Food",0,3.900
"Hans Fast Food Center","New Delhi","Fast Food, Desserts",0,1.950
"Happy Hours","New Delhi","Chinese, Fast Food",0,2.600
"Khalsa Eating Point","New Delhi","North Indian",0,3.900
"Krishna Yummy Foods","New Delhi","North Indian",0,3.250
"Laxmi Dhaba","New Delhi","North Indian",0,1.300
"Milan Shudh Vaishno","New Delhi","North Indian",0,3.900
"Milko Sweets Corner","New Delhi","Mithai, Street Food",0,1.300
"New Punjabi Chaap Corner","New Delhi",Chinese,0,3.900
"Nik's Chawla Chik Inn","New Delhi","North Indian, Fast Food",0,7.800
"Paras Corner","New Delhi",Chinese,0,1.950
"Punjabi Tadka","New Delhi","North Indian",0,3.250
"Sardar A Pure Meat Shop","New Delhi","Raw Meats, Fast Food, North Indian",0,1.950
"Shahi Hyderbadi Biryani","New Delhi",Mughlai,0,3.250
"Shashi's China Wok","New Delhi",Chinese,0,3.250
"Urban Palate","New Delhi","Fast Food",0,3.900
Wrapss,"New Delhi","Chinese, Fast Food",0,4.550
"China Kitchen","New Delhi","Chinese, North Eastern",0,4.550
Chowringhee,"New Delhi","Fast Food",0,3.250
D-Food,"New Delhi","Chinese, Fast Food, Bakery",0,6.500
"Kith N Kin Cafeteria","New Delhi","Chinese, North Indian",0,3.900
"Lazeez Rasoi","New Delhi","Chinese, North Indian",0,3.900
"Red Rose Restaurant","New Delhi","Fast Food",0,5.850
"Shri Bikaner Sweets & Restaurant","New Delhi","North Indian, Chinese, South Indian",0,6.500
"Welcome Family Restaurant","New Delhi","North Indian, South Indian",0,5.200
"Al Bake","New Delhi","North Indian, Mughlai",2.7,5.200
"Americana Kitchen and Bar","New Delhi","American, Tex-Mex, Italian, Mexican, North Indian",2.8,24.700
"Bawa Snacks Corner","New Delhi","North Indian",2.8,1.950
"Bhimsain's Bengali Sweet House","New Delhi","Mithai, North Indian, Street Food, Chinese, South Indian, Indian",2.9,5.850
"Cafe Coffee Day","New Delhi",Cafe,3.1,5.850
"Cafe Coffee Day","New Delhi",Cafe,3,5.850
"Dolce Gelato","New Delhi","Ice Cream, Beverages, Fast Food",3.2,3.900
"Domino's Pizza","New Delhi","Pizza, Fast Food",3,9.100
Gopala,"New Delhi","North Indian, Street Food",3,1.950
"New Punjabi Khana","New Delhi","North Indian",3.1,2.600
"New Vishal Corner","New Delhi","North Indian, Street Food, Fast Food",3.1,3.250
"Punjabi Khana","New Delhi","North Indian",3.2,2.600
Rajshree,"New Delhi","South Indian, Chinese",3.1,3.250
"Snack Junction","New Delhi","North Indian, Chinese",3,3.250
Sona,"New Delhi","North Indian, South Indian, Fast Food",3.4,5.200
Southy,"New Delhi","South Indian",2.5,5.850
"The First Floor","New Delhi","North Indian, Chinese",3.1,13.000
Hype,"New Delhi","Finger Food, Italian, Middle Eastern",3.7,61.100
McDonald's,"New Delhi","Fast Food, Burger",3.7,6.500
"New Punjabi Khana","New Delhi","North Indian",3.9,2.600
"Pizza Hut Delivery","New Delhi","Italian, Pizza, Fast Food",3.6,10.400
"Shree Rathnam","New Delhi","South Indian, North Indian, Chinese",3.6,10.400
Subway,"New Delhi","American, Fast Food, Salad, Healthy Food",3.6,6.500
"Al Mughal","New Delhi",Mughlai,0,3.250
"Anupama Restaurant","New Delhi","North Indian",0,1.950
"Cafe Einstein","New Delhi","North Indian, Fast Food",0,7.150
